_id,userInputs,userID,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone
5dd1f434f9af8b2dec17807b,"[{'userID': 1135, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Fri, 01 Nov 2019 20:18:23 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 01 Nov 2019 21:18:18 GMT', 'kWhRequested': 20.0}]",000001135,2_39_91_437_2019-11-01 20:18:18.484074,2-39-91-437,CA-317,0002,0039,"Fri, 01 Nov 2019 20:18:18 GMT","Fri, 01 Nov 2019 23:42:19 GMT",11.718,"Fri, 01 Nov 2019 23:42:14 GMT",America/Los_Angeles
5dd1f434f9af8b2dec17807c,"[{'userID': 567, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 523, 'modifiedAt': 'Fri, 01 Nov 2019 20:39:26 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 05:19:47 GMT', 'kWhRequested': 8.0}]",000000567,2_39_138_29_2019-11-01 20:36:46.971219,2-39-138-29,CA-304,0002,0039,"Fri, 01 Nov 2019 20:36:47 GMT","Sat, 02 Nov 2019 01:43:38 GMT",3.905,"Fri, 01 Nov 2019 21:49:25 GMT",America/Los_Angeles
5dd1f434f9af8b2dec17807d,,,2_39_78_364_2019-11-01 20:56:34.439460,2-39-78-364,CA-495,0002,0039,"Fri, 01 Nov 2019 20:56:34 GMT","Fri, 01 Nov 2019 21:19:59 GMT",0.625,"Fri, 01 Nov 2019 21:19:56 GMT",America/Los_Angeles
5dd1f434f9af8b2dec17807e,"[{'userID': 1133, 'milesRequested': 70, 'WhPerMile': 400, 'minutesAvailable': 226, 'modifiedAt': 'Fri, 01 Nov 2019 21:26:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 01:12:09 GMT', 'kWhRequested': 28.0}]",000001133,2_39_129_17_2019-11-01 21:26:08.528724,2-39-129-17,CA-307,0002,0039,"Fri, 01 Nov 2019 21:26:09 GMT","Fri, 01 Nov 2019 22:12:46 GMT",5.351,"Fri, 01 Nov 2019 22:12:38 GMT",America/Los_Angeles
5dd1f434f9af8b2dec17807f,"[{'userID': 1274, 'milesRequested': 80, 'WhPerMile': 400, 'minutesAvailable': 325, 'modifiedAt': 'Fri, 01 Nov 2019 21:31:31 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 02:56:05 GMT', 'kWhRequested': 32.0}, {'userID': 1274, 'milesRequested': 80, 'WhPerMile': 400, 'minutesAvailable': 325, 'modifiedAt': 'Sat, 02 Nov 2019 01:01:30 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 02:56:05 GMT', 'kWhRequested': 32.0}]",000001274,2_39_91_441_2019-11-01 21:31:04.549755,2-39-91-441,CA-499,0002,0039,"Fri, 01 Nov 2019 21:31:05 GMT","Sat, 02 Nov 2019 01:01:32 GMT",18.338808888888888,"Sat, 02 Nov 2019 00:14:48 GMT",America/Los_Angeles
5dd1f434f9af8b2dec178080,"[{'userID': 3270, 'milesRequested': 200, 'WhPerMile': 200, 'minutesAvailable': 466, 'modifiedAt': 'Fri, 01 Nov 2019 21:31:53 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 05:17:10 GMT', 'kWhRequested': 40.0}]",000003270,2_39_92_436_2019-11-01 21:31:09.861626,2-39-92-436,CA-318,0002,0039,"Fri, 01 Nov 2019 21:31:10 GMT","Sat, 02 Nov 2019 01:25:23 GMT",10.479,"Fri, 01 Nov 2019 23:06:35 GMT",America/Los_Angeles
5dd1f434f9af8b2dec178081,"[{'userID': 3389, 'milesRequested': 10, 'WhPerMile': 400, 'minutesAvailable': 56, 'modifiedAt': 'Fri, 01 Nov 2019 21:33:34 GMT', 'paymentRequired': True, 'requestedDeparture': 'Fri, 01 Nov 2019 22:29:10 GMT', 'kWhRequested': 4.0}]",000003389,2_39_78_364_2019-11-01 21:33:09.830097,2-39-78-364,CA-495,0002,0039,"Fri, 01 Nov 2019 21:33:10 GMT","Sat, 02 Nov 2019 01:40:49 GMT",3.892,"Fri, 01 Nov 2019 23:05:53 GMT",America/Los_Angeles
5dd1f434f9af8b2dec178082,"[{'userID': 431, 'milesRequested': 70, 'WhPerMile': 400, 'minutesAvailable': 286, 'modifiedAt': 'Fri, 01 Nov 2019 23:40:23 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 04:25:48 GMT', 'kWhRequested': 28.0}]",000000431,2_39_90_26_2019-11-01 23:39:48.329283,2-39-90-26,CA-316,0002,0039,"Fri, 01 Nov 2019 23:39:48 GMT","Sat, 02 Nov 2019 04:42:31 GMT",17.85,"Sat, 02 Nov 2019 02:36:00 GMT",America/Los_Angeles
5dd1f434f9af8b2dec178083,"[{'userID': 489, 'milesRequested': 250, 'WhPerMile': 200, 'minutesAvailable': 460, 'modifiedAt': 'Sat, 02 Nov 2019 01:21:19 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 09:01:08 GMT', 'kWhRequested': 50.0}, {'userID': 489, 'milesRequested': 250, 'WhPerMile': 200, 'minutesAvailable': 445, 'modifiedAt': 'Sat, 02 Nov 2019 01:21:28 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 08:46:08 GMT', 'kWhRequested': 50.0}]",000000489,2_39_129_17_2019-11-02 01:21:08.416479,2-39-129-17,CA-307,0002,0039,"Sat, 02 Nov 2019 01:21:08 GMT","Sun, 03 Nov 2019 00:50:05 GMT",39.19,"Sat, 02 Nov 2019 07:15:00 GMT",America/Los_Angeles
5dd1f434f9af8b2dec178084,"[{'userID': 1820, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 60, 'modifiedAt': 'Sat, 02 Nov 2019 01:49:28 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 02 Nov 2019 02:48:29 GMT', 'kWhRequested': 8.0}]",000001820,2_39_91_437_2019-11-02 01:48:28.569654,2-39-91-437,CA-317,0002,0039,"Sat, 02 Nov 2019 01:48:29 GMT","Sat, 02 Nov 2019 03:52:09 GMT",7.262,"Sat, 02 Nov 2019 03:52:06 GMT",America/Los_Angeles
